community cards of this round: ['HA', 'H3', 'H9', 'D4', 'C6']
name: baseline1, hole_card: ['CT', 'S4']
name: b10202024, hole_card: ['D8', 'DA']
name: strong3, hole_card: ['H3', 'HK']
name: b10202024, hole_card: ['D8', 'DA']
community cards of this round: ['S4', 'C3', 'C8', 'CK', 'D5']
name: strong3, hole_card: ['SA', 'CT']
name: b10202024, hole_card: ['H9', 'C6']
name: strong3, hole_card: ['SA', 'CT']
name: b10202024, hole_card: ['H9', 'C6']
name: strong3, hole_card: ['SA', 'CT']
name: b10202024, hole_card: ['H9', 'C6']
community cards of this round: ['C8', 'S4', 'CQ', 'D8', 'HJ']
name: strong3, hole_card: ['S5', 'C2']
name: b10202024, hole_card: ['C5', 'H6']
name: strong3, hole_card: ['S5', 'C2']
name: b10202024, hole_card: ['C5', 'H6']
community cards of this round: ['SA', 'S3', 'CA', 'CK', 'D4']
name: strong3, hole_card: ['HT', 'H4']
name: b10202024, hole_card: ['ST', 'H6']
name: strong3, hole_card: ['HT', 'H4']
name: b10202024, hole_card: ['ST', 'H6']
name: strong3, hole_card: ['HT', 'H4']
name: b10202024, hole_card: ['ST', 'H6']
community cards of this round: ['C6', 'C4', 'CK', 'SQ', 'C3']
name: strong3, hole_card: ['H7', 'S6']
name: b10202024, hole_card: ['D2', 'S4']
name: strong3, hole_card: ['H7', 'S6']
name: b10202024, hole_card: ['D2', 'S4']
community cards of this round: ['H9', 'D9', 'H4', 'S2', 'DK']
name: strong3, hole_card: ['ST', 'S8']
name: b10202024, hole_card: ['S3', 'S6']
name: strong3, hole_card: ['ST', 'S8']
name: b10202024, hole_card: ['S3', 'S6']
name: strong3, hole_card: ['ST', 'S8']
name: b10202024, hole_card: ['S3', 'S6']
community cards of this round: ['H2', 'ST', 'S6', 'SK', 'H6']
name: strong3, hole_card: ['C9', 'HA']
name: b10202024, hole_card: ['C7', 'D8']
name: strong3, hole_card: ['C9', 'HA']
name: b10202024, hole_card: ['C7', 'D8']
community cards of this round: ['H3', 'S5', 'C6', 'CQ', 'D9']
name: strong3, hole_card: ['SQ', 'S9']
name: b10202024, hole_card: ['ST', 'D8']
name: strong3, hole_card: ['SQ', 'S9']
name: b10202024, hole_card: ['ST', 'D8']
name: strong3, hole_card: ['SQ', 'S9']
name: b10202024, hole_card: ['ST', 'D8']
community cards of this round: ['S9', 'DA', 'S4', 'DT', 'D8']
name: strong3, hole_card: ['SJ', 'H5']
name: b10202024, hole_card: ['S7', 'HQ']
name: strong3, hole_card: ['SJ', 'H5']
name: b10202024, hole_card: ['S7', 'HQ']
community cards of this round: ['DJ', 'CK', 'SA', 'HT', 'DA']
name: strong3, hole_card: ['HQ', 'D7']
name: b10202024, hole_card: ['D5', 'H9']
name: strong3, hole_card: ['HQ', 'D7']
name: b10202024, hole_card: ['D5', 'H9']
name: strong3, hole_card: ['HQ', 'D7']
name: b10202024, hole_card: ['D5', 'H9']
community cards of this round: ['DA', 'SK', 'D5', 'HJ', 'S5']
name: strong3, hole_card: ['C7', 'S7']
name: b10202024, hole_card: ['D7', 'HK']
name: strong3, hole_card: ['C7', 'S7']
name: b10202024, hole_card: ['D7', 'HK']
community cards of this round: ['C4', 'DJ', 'D7', 'DK', 'H3']
name: strong3, hole_card: ['CK', 'S6']
name: b10202024, hole_card: ['H8', 'D5']
name: strong3, hole_card: ['CK', 'S6']
name: b10202024, hole_card: ['H8', 'D5']
name: strong3, hole_card: ['CK', 'S6']
name: b10202024, hole_card: ['H8', 'D5']
community cards of this round: ['H2', 'S6', 'HT', 'CA', 'HA']
name: strong3, hole_card: ['C7', 'H5']
name: b10202024, hole_card: ['S3', 'S4']
name: strong3, hole_card: ['C7', 'H5']
name: b10202024, hole_card: ['S3', 'S4']
community cards of this round: ['H9', 'H3', 'CJ', 'C5', 'S8']
name: strong3, hole_card: ['SQ', 'H7']
name: b10202024, hole_card: ['H5', 'SJ']
name: strong3, hole_card: ['SQ', 'H7']
name: b10202024, hole_card: ['H5', 'SJ']
name: strong3, hole_card: ['SQ', 'H7']
name: b10202024, hole_card: ['H5', 'SJ']
community cards of this round: ['ST', 'DT', 'H6', 'S4', 'S7']
name: strong3, hole_card: ['HK', 'S2']
name: b10202024, hole_card: ['H7', 'H5']
name: strong3, hole_card: ['HK', 'S2']
name: b10202024, hole_card: ['H7', 'H5']
community cards of this round: ['S4', 'HQ', 'H8', 'DJ', 'H7']
name: strong3, hole_card: ['DT', 'C3']
name: b10202024, hole_card: ['HK', 'DQ']
name: strong3, hole_card: ['DT', 'C3']
name: b10202024, hole_card: ['HK', 'DQ']
name: strong3, hole_card: ['DT', 'C3']
name: b10202024, hole_card: ['HK', 'DQ']
b10202024 vs strong3 - Game 3: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'strong3', 'uuid': 'ymfjattunuqlclzzewximl', 'stack': 590, 'state': 'participating'}, {'name': 'b10202024', 'uuid': 'jxwalvarvshsoisebovqzc', 'stack': 1410, 'state': 'participating'}]}
community cards of this round: ['SA', 'H3', 'HQ', 'H2', 'H6']
name: b10202024, hole_card: ['D7', 'H4']
name: strong3, hole_card: ['C7', 'C5']
name: b10202024, hole_card: ['D7', 'H4']
name: strong3, hole_card: ['C7', 'C5']
name: b10202024, hole_card: ['D7', 'H4']
name: strong3, hole_card: ['C7', 'C5']
name: b10202024, hole_card: ['D7', 'H4']
name: strong3, hole_card: ['C7', 'C5']
community cards of this round: ['DA', 'D9', 'C3', 'S7', 'HJ']
name: b10202024, hole_card: ['H5', 'H6']
name: strong3, hole_card: ['H3', 'S4']
name: b10202024, hole_card: ['H5', 'H6']
name: strong3, hole_card: ['H3', 'S4']
name: b10202024, hole_card: ['H5', 'H6']
name: strong3, hole_card: ['H3', 'S4']
community cards of this round: ['H3', 'D2', 'H9', 'DK', 'C6']
name: b10202024, hole_card: ['S3', 'C5']
name: strong3, hole_card: ['CA', 'H7']
name: b10202024, hole_card: ['S3', 'C5']
name: strong3, hole_card: ['CA', 'H7']
name: b10202024, hole_card: ['S3', 'C5']
name: strong3, hole_card: ['CA', 'H7']
name: b10202024, hole_card: ['S3', 'C5']
name: strong3, hole_card: ['CA', 'H7']
name: b10202024, hole_card: ['S3', 'C5']
name: strong3, hole_card: ['CA', 'H7']
name: b10202024, hole_card: ['S3', 'C5']
name: strong3, hole_card: ['CA', 'H7']
name: b10202024, hole_card: ['S3', 'C5']
name: strong3, hole_card: ['CA', 'H7']
name: b10202024, hole_card: ['S3', 'C5']
name: strong3, hole_card: ['CA', 'H7']
name: b10202024, hole_card: ['S3', 'C5']
name: strong3, hole_card: ['CA', 'H7']
name: b10202024, hole_card: ['S3', 'C5']
name: strong3, hole_card: ['CA', 'H7']
name: b10202024, hole_card: ['S3', 'C5']
name: strong3, hole_card: ['CA', 'H7']
community cards of this round: ['S6', 'D7', 'HT', 'H7', 'DQ']
name: b10202024, hole_card: ['HQ', 'CT']
name: strong3, hole_card: ['DK', 'H2']
name: b10202024, hole_card: ['HQ', 'CT']
name: strong3, hole_card: ['DK', 'H2']
name: b10202024, hole_card: ['HQ', 'CT']
name: strong3, hole_card: ['DK', 'H2']
name: b10202024, hole_card: ['HQ', 'CT']
name: strong3, hole_card: ['DK', 'H2']
name: b10202024, hole_card: ['HQ', 'CT']
name: strong3, hole_card: ['DK', 'H2']
community cards of this round: ['DT', 'CK', 'CA', 'C6', 'C4']
name: b10202024, hole_card: ['H3', 'HK']
name: strong3, hole_card: ['D8', 'DA']
name: b10202024, hole_card: ['H3', 'HK']
name: strong3, hole_card: ['D8', 'DA']
name: b10202024, hole_card: ['H3', 'HK']
name: strong3, hole_card: ['D8', 'DA']
community cards of this round: ['S4', 'C3', 'C8', 'CK', 'D5']
name: b10202024, hole_card: ['SA', 'CT']
name: strong3, hole_card: ['H9', 'C6']
name: b10202024, hole_card: ['SA', 'CT']
name: strong3, hole_card: ['H9', 'C6']
community cards of this round: ['C8', 'S4', 'CQ', 'D8', 'HJ']
name: b10202024, hole_card: ['S5', 'C2']
name: strong3, hole_card: ['C5', 'H6']
name: b10202024, hole_card: ['S5', 'C2']
name: strong3, hole_card: ['C5', 'H6']
name: b10202024, hole_card: ['S5', 'C2']
name: strong3, hole_card: ['C5', 'H6']
community cards of this round: ['SA', 'S3', 'CA', 'CK', 'D4']
name: b10202024, hole_card: ['HT', 'H4']
name: strong3, hole_card: ['ST', 'H6']
name: b10202024, hole_card: ['HT', 'H4']
name: strong3, hole_card: ['ST', 'H6']
community cards of this round: ['C6', 'C4', 'CK', 'SQ', 'C3']
name: b10202024, hole_card: ['H7', 'S6']
name: strong3, hole_card: ['D2', 'S4']
name: b10202024, hole_card: ['H7', 'S6']
name: strong3, hole_card: ['D2', 'S4']
community cards of this round: ['H9', 'D9', 'H4', 'S2', 'DK']
name: b10202024, hole_card: ['ST', 'S8']
name: strong3, hole_card: ['S3', 'S6']
name: b10202024, hole_card: ['ST', 'S8']
name: strong3, hole_card: ['S3', 'S6']
community cards of this round: ['H2', 'ST', 'S6', 'SK', 'H6']
name: b10202024, hole_card: ['C9', 'HA']
name: strong3, hole_card: ['C7', 'D8']
name: b10202024, hole_card: ['C9', 'HA']
name: strong3, hole_card: ['C7', 'D8']
name: b10202024, hole_card: ['C9', 'HA']
name: strong3, hole_card: ['C7', 'D8']
community cards of this round: ['H3', 'S5', 'C6', 'CQ', 'D9']
name: b10202024, hole_card: ['SQ', 'S9']
name: strong3, hole_card: ['ST', 'D8']
name: b10202024, hole_card: ['SQ', 'S9']
name: strong3, hole_card: ['ST', 'D8']
community cards of this round: ['S9', 'DA', 'S4', 'DT', 'D8']
name: b10202024, hole_card: ['SJ', 'H5']
name: strong3, hole_card: ['S7', 'HQ']
name: b10202024, hole_card: ['SJ', 'H5']
name: strong3, hole_card: ['S7', 'HQ']
name: b10202024, hole_card: ['SJ', 'H5']
name: strong3, hole_card: ['S7', 'HQ']
community cards of this round: ['DJ', 'CK', 'SA', 'HT', 'DA']
name: b10202024, hole_card: ['HQ', 'D7']
name: strong3, hole_card: ['D5', 'H9']
name: b10202024, hole_card: ['HQ', 'D7']
name: strong3, hole_card: ['D5', 'H9']
community cards of this round: ['DA', 'SK', 'D5', 'HJ', 'S5']
name: b10202024, hole_card: ['C7', 'S7']
name: strong3, hole_card: ['D7', 'HK']
name: b10202024, hole_card: ['C7', 'S7']
name: strong3, hole_card: ['D7', 'HK']
name: b10202024, hole_card: ['C7', 'S7']
name: strong3, hole_card: ['D7', 'HK']
community cards of this round: ['C4', 'DJ', 'D7', 'DK', 'H3']
name: b10202024, hole_card: ['CK', 'S6']
name: strong3, hole_card: ['H8', 'D5']
name: b10202024, hole_card: ['CK', 'S6']
name: strong3, hole_card: ['H8', 'D5']
community cards of this round: ['H2', 'S6', 'HT', 'CA', 'HA']
name: b10202024, hole_card: ['C7', 'H5']
name: strong3, hole_card: ['S3', 'S4']
name: b10202024, hole_card: ['C7', 'H5']
name: strong3, hole_card: ['S3', 'S4']
name: b10202024, hole_card: ['C7', 'H5']
name: strong3, hole_card: ['S3', 'S4']
community cards of this round: ['H9', 'H3', 'CJ', 'C5', 'S8']
name: b10202024, hole_card: ['SQ', 'H7']
name: strong3, hole_card: ['H5', 'SJ']
name: b10202024, hole_card: ['SQ', 'H7']
name: strong3, hole_card: ['H5', 'SJ']
community cards of this round: ['ST', 'DT', 'H6', 'S4', 'S7']
name: b10202024, hole_card: ['HK', 'S2']
name: strong3, hole_card: ['H7', 'H5']
name: b10202024, hole_card: ['HK', 'S2']
name: strong3, hole_card: ['H7', 'H5']
name: b10202024, hole_card: ['HK', 'S2']
name: strong3, hole_card: ['H7', 'H5']
community cards of this round: ['S4', 'HQ', 'H8', 'DJ', 'H7']
name: b10202024, hole_card: ['DT', 'C3']
name: strong3, hole_card: ['HK', 'DQ']
name: b10202024, hole_card: ['DT', 'C3']
name: strong3, hole_card: ['HK', 'DQ']
b10202024 vs strong3 - Game 4: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10202024', 'uuid': 'upftsxmadgylscnzldifyd', 'stack': 1050, 'state': 'participating'}, {'name': 'strong3', 'uuid': 'dawviddikiwnqnkgyenrra', 'stack': 950, 'state': 'participating'}]}
community cards of this round: ['HJ', 'S9', 'SQ', 'D3', 'D2']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
name: strong3, hole_card: ['D7', 'S7']
name: b10202024, hole_card: ['HK', 'D5']
community cards of this round: ['D4', 'CJ', 'CQ', 'H3', 'SJ']
name: strong3, hole_card: ['D8', 'HQ']
name: b10202024, hole_card: ['C9', 'HJ']
name: strong3, hole_card: ['D8', 'HQ']
name: b10202024, hole_card: ['C9', 'HJ']
b10202024 vs strong3 - Game 5: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'strong3', 'uuid': 'qvscmybgtbiltwibeojybp', 'stack': 0, 'state': 'folded'}, {'name': 'b10202024', 'uuid': 'hjcesjlfuoyihgvexkbcqh', 'stack': 2000, 'state': 'participating'}]}
b10202024 vs strong3 - Match Result: 2 games won, 0 points earned
community cards of this round: ['HQ', 'C6', 'HJ', 'CJ', 'C2']
name: strong4, hole_card: ['DJ', 'ST']
name: b10202024, hole_card: ['C5', 'HK']
name: strong4, hole_card: ['DJ', 'ST']
name: b10202024, hole_card: ['C5', 'HK']
name: strong4, hole_card: ['DJ', 'ST']
name: b10202024, hole_card: ['C5', 'HK']
name: strong4, hole_card: ['DJ', 'ST']
name: b10202024, hole_card: ['C5', 'HK']
name: strong4, hole_card: ['DJ', 'ST']
name: b10202024, hole_card: ['C5', 'HK']
name: strong4, hole_card: ['DJ', 'ST']
name: b10202024, hole_card: ['C5', 'HK']
name: strong4, hole_card: ['DJ', 'ST']
name: b10202024, hole_card: ['C5', 'HK']
name: strong4, hole_card: ['DJ', 'ST']
name: b10202024, hole_card: ['C5', 'HK']
name: strong4, hole_card: ['DJ', 'ST']
name: b10202024, hole_card: ['C5', 'HK']
name: strong4, hole_card: ['DJ', 'ST']
name: b10202024, hole_card: ['C5', 'HK']
name: strong4, hole_card: ['DJ', 'ST']
name: b10202024, hole_card: ['C5', 'HK']
name: strong4, hole_card: ['DJ', 'ST']
name: b10202024, hole_card: ['C5', 'HK']
name: strong4, hole_card: ['DJ', 'ST']
name: b10202024, hole_card: ['C5', 'HK']
name: strong4, hole_card: ['DJ', 'ST']
name: b10202024, hole_card: ['C5', 'HK']
name: strong4, hole_card: ['DJ', 'ST']
name: b10202024, hole_card: ['C5', 'HK']
community cards of this round: ['HQ', 'C5', 'CQ', 'H2', 'D6']
name: strong4, hole_card: ['CA', 'S7']
name: b10202024, hole_card: ['D3', 'D7']
name: strong4, hole_card: ['CA', 'S7']
name: b10202024, hole_card: ['D3', 'D7']
community cards of this round: ['H8', 'D9', 'ST', 'SQ', 'C3']
name: strong4, hole_card: ['DQ', 'CQ']
name: b10202024, hole_card: ['C6', 'H3']
name: strong4, hole_card: ['DQ', 'CQ']
name: b10202024, hole_card: ['C6', 'H3']
name: strong4, hole_card: ['DQ', 'CQ']
name: b10202024, hole_card: ['C6', 'H3']
community cards of this round: ['CT', 'C8', 'SJ', 'HA', 'H8']
name: strong4, hole_card: ['H9', 'H2']
name: b10202024, hole_card: ['C6', 'CJ']
name: strong4, hole_card: ['H9', 'H2']
name: b10202024, hole_card: ['C6', 'CJ']
community cards of this round: ['C5', 'CJ', 'DJ', 'S7', 'D9']
name: strong4, hole_card: ['CA', 'H4']
name: b10202024, hole_card: ['HA', 'H6']
name: strong4, hole_card: ['CA', 'H4']
name: b10202024, hole_card: ['HA', 'H6']
name: strong4, hole_card: ['CA', 'H4']
name: b10202024, hole_card: ['HA', 'H6']
community cards of this round: ['SJ', 'S7', 'HT', 'C6', 'HA']
name: strong4, hole_card: ['D7', 'DA']
name: b10202024, hole_card: ['C4', 'D8']
name: strong4, hole_card: ['D7', 'DA']
name: b10202024, hole_card: ['C4', 'D8']
community cards of this round: ['CA', 'H4', 'DT', 'S9', 'CJ']
name: strong4, hole_card: ['D7', 'CQ']
name: b10202024, hole_card: ['H7', 'H6']
name: strong4, hole_card: ['D7', 'CQ']
name: b10202024, hole_card: ['H7', 'H6']
name: strong4, hole_card: ['D7', 'CQ']
name: b10202024, hole_card: ['H7', 'H6']
community cards of this round: ['C4', 'D6', 'S2', 'H6', 'S5']
name: strong4, hole_card: ['D7', 'CA']
name: b10202024, hole_card: ['C9', 'SK']
name: strong4, hole_card: ['D7', 'CA']
name: b10202024, hole_card: ['C9', 'SK']
community cards of this round: ['DA', 'C9', 'S4', 'SQ', 'HK']
name: strong4, hole_card: ['H3', 'C5']
name: b10202024, hole_card: ['CA', 'H5']
name: strong4, hole_card: ['H3', 'C5']
name: b10202024, hole_card: ['CA', 'H5']
name: strong4, hole_card: ['H3', 'C5']
name: b10202024, hole_card: ['CA', 'H5']
community cards of this round: ['DQ', 'HJ', 'S8', 'H7', 'S6']
name: strong4, hole_card: ['S9', 'H6']
name: b10202024, hole_card: ['SJ', 'D7']
name: strong4, hole_card: ['S9', 'H6']
name: b10202024, hole_card: ['SJ', 'D7']
community cards of this round: ['HK', 'CQ', 'CT', 'C2', 'DK']
name: strong4, hole_card: ['DQ', 'H9']
name: b10202024, hole_card: ['D9', 'H2']
name: strong4, hole_card: ['DQ', 'H9']
name: b10202024, hole_card: ['D9', 'H2']
name: strong4, hole_card: ['DQ', 'H9']
name: b10202024, hole_card: ['D9', 'H2']
community cards of this round: ['HT', 'C2', 'D6', 'HK', 'C5']
name: strong4, hole_card: ['S2', 'S5']
name: b10202024, hole_card: ['H5', 'C7']
name: strong4, hole_card: ['S2', 'S5']
name: b10202024, hole_card: ['H5', 'C7']
community cards of this round: ['CK', 'S3', 'S6', 'C2', 'H6']
name: strong4, hole_card: ['HJ', 'H3']
name: b10202024, hole_card: ['SK', 'CQ']
name: strong4, hole_card: ['HJ', 'H3']
name: b10202024, hole_card: ['SK', 'CQ']
name: strong4, hole_card: ['HJ', 'H3']
name: b10202024, hole_card: ['SK', 'CQ']
community cards of this round: ['S4', 'DQ', 'H4', 'DK', 'H7']
name: strong4, hole_card: ['ST', 'C2']
name: b10202024, hole_card: ['S9', 'C7']
name: strong4, hole_card: ['ST', 'C2']
name: b10202024, hole_card: ['S9', 'C7']
community cards of this round: ['S3', 'HT', 'S6', 'DA', 'SA']
name: strong4, hole_card: ['D8', 'CT']
name: b10202024, hole_card: ['S4', 'D6']
name: strong4, hole_card: ['D8', 'CT']
name: b10202024, hole_card: ['S4', 'D6']
name: strong4, hole_card: ['D8', 'CT']
name: b10202024, hole_card: ['S4', 'D6']
community cards of this round: ['C2', 'S4', 'S6', 'HA', 'SJ']
name: strong4, hole_card: ['D9', 'DQ']
name: b10202024, hole_card: ['ST', 'D6']
name: strong4, hole_card: ['D9', 'DQ']
name: b10202024, hole_card: ['ST', 'D6']
community cards of this round: ['HA', 'S2', 'C9', 'D9', 'CJ']
name: strong4, hole_card: ['S4', 'S9']
name: b10202024, hole_card: ['H2', 'C2']
name: strong4, hole_card: ['S4', 'S9']
name: b10202024, hole_card: ['H2', 'C2']
name: strong4, hole_card: ['S4', 'S9']
name: b10202024, hole_card: ['H2', 'C2']
community cards of this round: ['H5', 'HT', 'C6', 'CJ', 'S3']
name: strong4, hole_card: ['SA', 'C2']
name: b10202024, hole_card: ['DT', 'S2']
name: strong4, hole_card: ['SA', 'C2']
name: b10202024, hole_card: ['DT', 'S2']
community cards of this round: ['S3', 'H9', 'DJ', 'CK', 'D3']
name: strong4, hole_card: ['D2', 'S8']
name: b10202024, hole_card: ['S7', 'S2']
name: strong4, hole_card: ['D2', 'S8']
name: b10202024, hole_card: ['S7', 'S2']
name: strong4, hole_card: ['D2', 'S8']
name: b10202024, hole_card: ['S7', 'S2']
community cards of this round: ['DT', 'CK', 'C3', 'CA', 'H5']
